report_id,year,week,county,sub_county,disease,unimproved_sanitation_rate,avg_rainfall,mean_ndvi,avg_temp,cases,outbreak
47,2023,2023-11-13/2023-11-19,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.811494806198663,0.4496001187684639,21.993554513221714,0.0,0
48,2023,2023-11-20/2023-11-26,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.40455059249744824,21.7666395880638,0.0,0
49,2023,2023-11-27/2023-12-03,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.0126450226918222,0.3577884225950547,21.635238714218897,0.0,0
50,2023,2023-12-04/2023-12-10,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.399593376744686,0.328251097009903,20.632464518809318,0.0,0
51,2023,2023-12-11/2023-12-17,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.30665261583591913,20.910931966873836,0.0,0
52,2023,2023-12-18/2023-12-24,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.2750946115044366,20.47718511650824,0.0,0
53,2023,2023-12-25/2023-12-31,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.24072213572574203,19.81136061543854,0.0,0
54,2024,2024-01-01/2024-01-07,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.157684474564847,0.2112667061446672,20.017706304340557,0.0,0
55,2024,2024-01-08/2024-01-14,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,4.606303955974439,0.19181901622121098,20.147269115644832,0.0,0
56,2024,2024-01-15/2024-01-21,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.18137063105989235,20.166089702052354,0.0,0
57,2024,2024-01-22/2024-01-28,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.4855498316237978,0.15222367146118984,19.910049670205407,0.0,0
58,2024,2024-01-29/2024-02-04,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.1290466663769899,20.47951345311922,0.0,0
59,2024,2024-02-05/2024-02-11,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.7613045726271553,0.1037355549109971,20.555177322243715,0.0,0
60,2024,2024-02-12/2024-02-18,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.6726171678345156,0.09849080641696441,21.18201034137706,0.0,0
61,2024,2024-02-19/2024-02-25,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.2970875581517458,0.1065731994048138,21.74852263762224,0.0,0
62,2024,2024-02-26/2024-03-03,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.09947293946287573,22.036286718731684,0.0,0
63,2024,2024-03-04/2024-03-10,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.11008812336419602,22.867913398682838,0.0,0
64,2024,2024-03-11/2024-03-17,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.11742494230929001,23.45668094861443,0.0,0
65,2024,2024-03-18/2024-03-24,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.11389122452097042,23.97140068576795,0.0,0
66,2024,2024-03-25/2024-03-31,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.2454941892613864,0.13832990041161775,24.684341494869823,0.0,0
67,2024,2024-04-01/2024-04-07,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.9971127269201503,0.13839562540793665,25.438107010977905,0.0,0
68,2024,2024-04-08/2024-04-14,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.6289018673788433,0.16604271566174458,26.277312129999608,0.0,0
69,2024,2024-04-15/2024-04-21,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.21726448465275644,0.19214206698644928,26.882395344559313,0.0,0
70,2024,2024-04-22/2024-04-28,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.9635277332102052,0.21738809709054374,27.38194799190952,0.0,0
71,2024,2024-04-29/2024-05-05,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.5444712012529991,0.25177840497250986,27.586876191883295,0.0,0
72,2024,2024-05-06/2024-05-12,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,3.1829790114824577,0.272695167694944,28.70075374258114,0.0,0
73,2024,2024-05-13/2024-05-19,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.6629030681646333,0.3063020720919286,29.32984580169452,0.0,0
74,2024,2024-05-20/2024-05-26,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.3318537112038541,30.038833431082026,0.0,0
75,2024,2024-05-27/2024-06-02,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.7787566724642118,0.3783512892046144,30.22242507751604,0.0,0
76,2024,2024-06-03/2024-06-09,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,4.976225975682056,0.3991116726047818,31.234722349664988,0.0,0
77,2024,2024-06-10/2024-06-16,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.420016976436884,31.318074973141922,0.0,0
78,2024,2024-06-17/2024-06-23,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.48001807250483947,0.46672041762239663,31.553512520386132,0.0,0
79,2024,2024-06-24/2024-06-30,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.1527494954160415,0.49961233029893076,31.633600573074496,0.0,0
80,2024,2024-07-01/2024-07-07,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.19837194844890574,0.5341034908223103,32.12442180943235,0.0,0
81,2024,2024-07-08/2024-07-14,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.760832964771781,0.5430515137191956,32.045099682621405,0.0,0
82,2024,2024-07-15/2024-07-21,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.216494717951262,0.5712340895554628,31.629217540965076,0.0,0
83,2024,2024-07-22/2024-07-28,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,8.933112858484979,0.5971310234313076,31.901107852947742,0.0,0
84,2024,2024-07-29/2024-08-04,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,1.763537289654172,0.6017413795401009,31.684152109556486,0.0,0
85,2024,2024-08-05/2024-08-11,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.5361662038920585,0.628359696116452,31.24353292936312,0.0,0
86,2024,2024-08-12/2024-08-18,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,8.566577759519674,0.6363553163443001,30.778824048940983,0.0,0
87,2024,2024-08-19/2024-08-25,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.2676979577408807,0.6414504384926653,30.26434879903017,0.0,0
88,2024,2024-08-26/2024-09-01,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,4.051904872966367,0.6515821225051461,29.86548200546172,0.0,0
89,2024,2024-09-02/2024-09-08,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,3.502263536758179,0.6350706148641104,29.620773940410878,0.0,0
90,2024,2024-09-09/2024-09-15,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,4.518780398944143,0.6410980849117137,28.712264151774715,0.0,0
91,2024,2024-09-16/2024-09-22,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.1248683088077613,0.6362013948138739,27.781374597611414,0.0,0
92,2024,2024-09-23/2024-09-29,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,4.176160572582944,0.6034988856583985,27.210772909421603,0.0,0
93,2024,2024-09-30/2024-10-06,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.49970496823233684,0.5998156539355296,26.51268440266048,0.0,0
94,2024,2024-10-07/2024-10-13,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.2806318645947535,0.576624286408699,25.80698681052531,0.0,0
95,2024,2024-10-14/2024-10-20,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,5.2564307992939945,0.547388367381882,25.164311829379333,0.0,0
96,2024,2024-10-21/2024-10-27,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.5177420675626164,24.512877581182696,0.0,0
97,2024,2024-10-28/2024-11-03,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.6484465731598154,0.5089329892690871,24.03708444144772,0.0,0
98,2024,2024-11-04/2024-11-10,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.47288340706289134,23.018057102306674,0.0,0
99,2024,2024-11-11/2024-11-17,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.5807822623539027,0.44698136350512535,22.90394145758972,0.0,0
100,2024,2024-11-18/2024-11-24,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.4146495783465133,21.912440824477095,0.0,0
101,2024,2024-11-25/2024-12-01,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.3641417275849624,21.363672295015938,0.0,0
102,2024,2024-12-02/2024-12-08,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.2927290254675029,0.3198756109473665,21.006034844105177,0.0,0
103,2024,2024-12-09/2024-12-15,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,2.278190159949444,0.30736107283594766,20.57972615477913,0.0,0
104,2024,2024-12-16/2024-12-22,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.6876735891361435,0.27348406074899495,20.29846441100595,0.0,0
105,2024,2024-12-23/2024-12-29,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.24338128493384947,19.911401798348116,0.0,0
106,2024,2024-12-30/2025-01-05,Baringo,Baringo_Sub1,Cholera,0.4202850247226563,0.0,0.24450201695130414,20.34101790904993,0.0,0
107,2023,2022-12-26/2023-01-01,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.18960251612792914,19.32824489281895,0.0,0
108,2023,2023-01-02/2023-01-08,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,3.8251522864455367,0.20599748102139115,20.148762902717124,135.0,1
109,2023,2023-01-09/2023-01-15,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.18516706196444405,19.63997182149731,1457.0,1
110,2023,2023-01-16/2023-01-22,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.14991383647321135,19.870175800196346,11774.0,1
111,2023,2023-01-23/2023-01-29,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.8068730821433873,0.14313363888043476,19.70424205734904,89395.0,1
112,2023,2023-01-30/2023-02-05,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.1472466237977675,20.201121355169494,228500.0,1
113,2023,2023-02-06/2023-02-12,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.350635885197848,0.11859033608514465,20.538502176745975,89994.0,1
114,2023,2023-02-13/2023-02-19,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.1099301828430295,21.07261204396301,16993.0,1
115,2023,2023-02-20/2023-02-26,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.7074513516166885,0.09958740470833145,21.425092911793474,3871.0,1
116,2023,2023-02-27/2023-03-05,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.12074586161672028,22.06315668469505,1257.0,1
117,2023,2023-03-06/2023-03-12,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,3.62558800212618,0.10728472397611562,22.541187360727367,439.0,1
118,2023,2023-03-13/2023-03-19,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.957960742769517,0.10470547680671861,23.04202273661448,193.0,1
119,2023,2023-03-20/2023-03-26,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.3578645280342125,0.11602396605633532,23.63271240603808,49.0,0
120,2023,2023-03-27/2023-04-02,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.12852398083698555,24.742466984302336,19.0,0
121,2023,2023-04-03/2023-04-09,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,4.746144418135567,0.15538227405306185,25.195395827385475,7.0,0
122,2023,2023-04-10/2023-04-16,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.9978637133842307,0.1634981968003252,25.748771352712488,3.0,0
123,2023,2023-04-17/2023-04-23,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.6666815347688732,0.18498703667121694,26.601576354634467,2.0,0
124,2023,2023-04-24/2023-04-30,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.191444142753485,0.21165315069337517,27.337728071234498,0.0,0
125,2023,2023-05-01/2023-05-07,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.5110750921537004,0.24094579598040947,28.228112754387162,0.0,0
126,2023,2023-05-08/2023-05-14,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,5.940149211769624,0.26212613013389724,28.515506803311663,0.0,0
127,2023,2023-05-15/2023-05-21,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.2940821978934605,29.25724586530319,0.0,0
128,2023,2023-05-22/2023-05-28,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,5.208256336673945,0.3195430582190552,29.356907495579918,0.0,0
129,2023,2023-05-29/2023-06-04,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,2.3179625140251674,0.34351405868704027,30.583393654438005,0.0,0
130,2023,2023-06-05/2023-06-11,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.1304647700471565,0.3988776821585135,30.765251797326385,0.0,0
131,2023,2023-06-12/2023-06-18,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.7835485397730153,0.3977565164561211,31.075696672165943,0.0,0
132,2023,2023-06-19/2023-06-25,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.9085484344735041,0.4484803302801533,31.482868246987,0.0,0
133,2023,2023-06-26/2023-07-02,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,3.12102327882992,0.4667978529774183,31.938719809152463,0.0,0
134,2023,2023-07-03/2023-07-09,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,2.5013085691124215,0.5042917645020323,31.631918479036578,0.0,0
135,2023,2023-07-10/2023-07-16,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.5097143152456155,31.66999336634174,0.0,0
136,2023,2023-07-17/2023-07-23,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,3.7190283627244574,0.5313246911532495,31.88167026670798,0.0,0
137,2023,2023-07-24/2023-07-30,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.908879373734035,0.5710702441389974,31.65228330744063,0.0,0
138,2023,2023-07-31/2023-08-06,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,4.9357473332199815,0.566183487945242,31.055489945728826,0.0,0
139,2023,2023-08-07/2023-08-13,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.4574436790887077,0.5787584523709955,30.92451440811822,0.0,0
140,2023,2023-08-14/2023-08-20,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,5.042995654471434,0.5758322501306636,30.653568558738765,0.0,0
141,2023,2023-08-21/2023-08-27,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,2.571616680686753,0.5893617659184364,30.44260542131566,0.0,0
142,2023,2023-08-28/2023-09-03,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,6.006275066418248,0.587506681550125,29.75285490925983,0.0,0
143,2023,2023-09-04/2023-09-10,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.9363446970903181,0.5961947147365729,29.40359412872902,0.0,0
144,2023,2023-09-11/2023-09-17,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,4.284213544871979,0.5888116513026296,28.230549847471174,0.0,0
145,2023,2023-09-18/2023-09-24,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.5750293682424589,27.666801869323088,0.0,0
146,2023,2023-09-25/2023-10-01,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.6916495151015262,0.5795489211953874,27.278729081151088,0.0,0
147,2023,2023-10-02/2023-10-08,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,5.650214879422486,0.5648376098212379,26.370152365377376,0.0,0
148,2023,2023-10-09/2023-10-15,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.6160813599554013,0.5365742044136496,25.220160499983344,0.0,0
149,2023,2023-10-16/2023-10-22,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,1.3967798645065368,0.5068446066426603,24.894261503155594,0.0,0
150,2023,2023-10-23/2023-10-29,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,2.0638081320863506,0.47197219892702363,24.094780344574815,0.0,0
151,2023,2023-10-30/2023-11-05,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.4259221136191628,0.46136772599740716,23.208527432873176,0.0,0
152,2023,2023-11-06/2023-11-12,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,4.353969731806179,0.4370735779001683,22.68900839868394,0.0,0
153,2023,2023-11-13/2023-11-19,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.706283108344883,0.41317281211152146,22.480101052850564,0.0,0
154,2023,2023-11-20/2023-11-26,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.3865297660734103,21.590125830100323,0.0,0
155,2023,2023-11-27/2023-12-03,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.34475367611550783,21.307151528052113,0.0,0
156,2023,2023-12-04/2023-12-10,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.3108011603542791,20.60649086095355,0.0,0
157,2023,2023-12-11/2023-12-17,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,5.234587030208613,0.2963810988546322,20.239688863462124,0.0,0
158,2023,2023-12-18/2023-12-24,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.25921827363994315,20.243511764823484,0.0,0
159,2023,2023-12-25/2023-12-31,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,4.13553138209036,0.22021189653040874,19.789652719058903,0.0,0
160,2024,2024-01-01/2024-01-07,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.21297752974758283,19.853533860933762,0.0,0
161,2024,2024-01-08/2024-01-14,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.3667085714165896,0.17235686080387128,19.740940352387334,0.0,0
162,2024,2024-01-15/2024-01-21,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.14710805404080232,19.681074816608625,0.0,0
163,2024,2024-01-22/2024-01-28,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.1388640942628771,19.996022377485247,0.0,0
164,2024,2024-01-29/2024-02-04,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.0,0.12326412221633058,19.92954966256471,0.0,0
165,2024,2024-02-05/2024-02-11,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.1768641866627275,0.12465149531868887,20.4868499212034,0.0,0
166,2024,2024-02-12/2024-02-18,Elgeyo Marakwet,Elgeyo Marakwet_Sub1,Cholera,0.3316115502107101,0.2486792028996855,0.09317550017208034,20.822499005445895,0.0,0
